University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
Technische Universitat Munchen,Germany,WI001188,Applied behavioral and Experimental Economics,ECONxxxx,Elective (Advanced)
Technische Universitat Munchen,Germany,WI000231,Asset management,FINAxxxx,Elective
Technische Universitat Munchen,Germany,WI000231,Asset management,FINAxxxx,Elective
Technische Universitat Munchen,Germany,0000001021,Basic of advanced planning and supply chain,BUSIxxxx,Elective
Technische Universitat Munchen,Germany,0000001021,Basic of advanced planning and supply chain management,BUSI3601,Supply chain management
Technische Universitat Munchen,Germany,WI000835,Basics of advanced planning and supply chain management,IIMT3683,Enterprise resources planning systems
Technische Universitat Munchen,Germany,WI001142,Behavioral Economics,ECON3234,Behavioral Economics
Technische Universitat Munchen,Germany,WI001090,"Behavioral Pricing: Insights, Methods and Strategy",FINA3381,Behavioral finance
Technische Universitat Munchen,Germany,IN2359,Blockchain-based Systems Engineering,FITE2010,Distributed Ledger and blockchain 
Technische Universitat Munchen,Germany,ED0097,Business ethics,N/A,Elective
Technische Universitat Munchen,Germany,IN2410,Causality,ECON3284,Causal Inference
Technische Universitat Munchen,Germany,0000002367,Challenges in energy markets,N/A,Elective
Technische Universitat Munchen,Germany,WZ1590	,Climate Change Economics,ECONxxxx,Elective (Advanced)
Technische Universitat Munchen,Germany,IN2073,Cloud Computing,COMPXXXX,Elective
Technische Universitat Munchen,Germany,WI001130,Coast accounting,N/A,Elective
Technische Universitat Munchen,Germany,WI000739,Consumer behavior,MKTG3501,Consumer behavior
Technische Universitat Munchen,Germany,WI000740,Consumer economics and policy,ECONxxxx,Elective
Technische Universitat Munchen,Germany,WI000091,Corporate finance,FINA2312,Advanced corporate finance
Technische Universitat Munchen,Germany,WI001128,Corporate strategies in MNEs,STRA4702,Global corporate strategy
Technische Universitat Munchen,Germany,Wi001072,Corporate sustainability,N/A,Elective
Technische Universitat Munchen,Germany,WI001072,Corporate sustainability,ACCT3111,Corporate governance and social responsibility
Technische Universitat Munchen,Germany,WI001130,Cost Accounting,ACCT2105,Introduction to Management Accounting
Technische Universitat Munchen,Germany,WI000232	,"Derivatives
",FINA2322,Derivatives
Technische Universitat Munchen,Germany,WI000232 + WI000820,"Derivatives + Technology and Innovation Management: Introduction
",FINA2322,"Derivatives (Mutually exclusive courses: ISME4110, MATH3906, STAT3618, STAT3905 and STAT3910)"
Technische Universitat Munchen,Germany,220000DE08,Deutsch als Fremdsprache A1.1 kompakt (German as Foreign Language A1.1 Compact),N/A,Elective
Technische Universitat Munchen,Germany,N/A,Deutsch als fremdsprache A1.1 (German as a foreign language A1.1),GRMN1001,German I.1
Technische Universitat Munchen,Germany,220000DE25,Deutsch als fremdsprache A2.1,GRMN2001,German II.1
Technische Universitat Munchen,Germany,WZ1711,Development Policy and Economics: Human Security and Human Development,ECON2262,Economic Development
Technische Universitat Munchen,Germany,0000001821,Development economics,N/A,Elective
Technische Universitat Munchen,Germany,WI000023_E,Economics II - Macroeconomics,ECON1220,Introductory Macroeconomics
Technische Universitat Munchen,Germany,WI000946,Energy markets,N/A,Elective
Technische Universitat Munchen,Germany,WI000946,Energy markets I,ECONxxxx,Elective
Technische Universitat Munchen,Germany,WI001125,Energy markets II,N/A,Elective
Technische Universitat Munchen,Germany,WI000992,Energy trading,N/A,Elective
Technische Universitat Munchen,Germany,SZ0443,English - English Gramma campact B1,N/A,Elective
Technische Universitat Munchen,Germany,"220000EN80
	","English - Professional English for business and technology - management and finance module C1
",N/A,Elective
Technische Universitat Munchen,Germany,821049682,English - basic English for business and technolgoy - materials and design module B2,N/A,Elective
Technische Universitat Munchen,Germany,220000EN00,English - basic English for business and technology - materials and design module B2,N/A,Elective
Technische Universitat Munchen,Germany,SZ0462,English - guided English self-study C1,N/A,Elective
Technische Universitat Munchen,Germany,220000EN27,English – guided English self-study C1,N/A,Elective
Technische Universitat Munchen,Germany,820604627,Entrepreneurial finance,FINAxxxx,Elective
Technische Universitat Munchen,Germany,WI000158,Entrepreneurial finance,N/A,Elective
Technische Universitat Munchen,Germany,WI000158,Entrepreneurial finance,N/A,Elective
Technische Universitat Munchen,Germany,0000000285	,Entrepreneurial management ,MGMT3415,Principles of entrepreneurship 
Technische Universitat Munchen,Germany,WI000969,Entrepreneurship for students of information systems,IIMTxxxx,Elective
Technische Universitat Munchen,Germany,WI000286,Environment and natural resource economics,N/A,Elective
Technische Universitat Munchen,Germany,WI000286,Environmental and natural resource economics,N/A,Elective
Technische Universitat Munchen,Germany,WI000286	,Environmental and natural resource economics,ECON3232,Environmental economics
Technische Universitat Munchen,Germany,WI000155,European business law,N/A,Elective
Technische Universitat Munchen,Germany,MA9976	,Financial econometrics,ECON2280,Introductory economics (Mutually exclusive courses: STAT3614 and STAT3907)
Technische Universitat Munchen,Germany,MA3703,Fixed income markets,FINA3323,Fixed income securities
Technische Universitat Munchen,Germany,"WI0002651 + 240939884
","Freight Transport Concepts / Logistics + 
Public Transport Operations and Supply
",N/A,Elective
Technische Universitat Munchen,Germany,220000DE22	,German as a foreign language A1.1,GRMN1002,German 1.2
Technische Universitat Munchen,Germany,220000DE24,German as a foreign language: speak and follow - phonetic and listening skills - level A1,GRMN1002,German I.2
Technische Universitat Munchen,Germany,SZ0307,Germany as a foreign language B2.1,GRMN3002,German III.2
Technische Universitat Munchen,Germany,WI000981,Global supply chain strategy,N/A,Elective
Technische Universitat Munchen,Germany,"820546378 + WI000969
","Innovative entrepreneurs +
Entrepreneurship for students of information systems
",IIMT3682,IT and entrepreneurship
Technische Universitat Munchen,Germany,"WI001157 + WI001159
","International capital markets and investment practice + Topics in general management: business simulation game
",FINA2320,Investments and portfolio analysis (Mutually exclusive courses: STAT3609 and STAT3952)
Technische Universitat Munchen,Germany,820547880,International environmental policy and conflict resolution,N/A,Elective
Technische Universitat Munchen,Germany,"WI0002056 + WI0001073
","Introduction to Business Ethics + 
Investment and Financial Management
",N/A,Elective
Technische Universitat Munchen,Germany,IN0006,Introduction to Software Engineering,COMP3297,Software Engineering
Technische Universitat Munchen,Germany,WI001208	,Introduction to Value Chain Economics,ECONxxxx,Elective (Advanced)
Technische Universitat Munchen,Germany,WI000838,Introduction to economics and ecology,N/A,Elective
Technische Universitat Munchen,Germany,WI000990,Introduction to entrepreneurship behavior,N/A,Elective
Technische Universitat Munchen,Germany,WI000178	,Leadership and organization,N/A,Elective
Technische Universitat Munchen,Germany,0000000885,Logistics and supply chain management,N/A,Elective
Technische Universitat Munchen,Germany,"0000000885 + 
WI001039
","Logistics and supply chain management +
Challenges in energy markets
",N/A,Elective
Technische Universitat Munchen,Germany,WI001140,Luxury Marketing,MKTGxxxx,Elective (Advanced)
Technische Universitat Munchen,Germany,WI001140,Luxury marketing,N/A,Elective
Technische Universitat Munchen,Germany,WI000275,Management science,N/A,Elective
Technische Universitat Munchen,Germany,820705858,Marketing,BUSIxxxx,Elective
Technische Universitat Munchen,Germany,WI000820,Marketing,MKTG2501,Introduction to marketing
Technische Universitat Munchen,Germany,WI000820,Marketing and innovation management,N/A,Elective
Technische Universitat Munchen,Germany,WI000178 + WI000178,Online course: organizational psychology + Online course: Introduction to leadership,N/A,Elective
Technische Universitat Munchen,Germany,WI000656,Organization,N/A,Elective
Technische Universitat Munchen,Germany,WI000777,Organization and human resource management,N/A,Elective
Technische Universitat Munchen,Germany,"000004137 + WI001121
","Organizational Behavior  +
Strategic and International Management 
",STRA4701,Strategic management
Technische Universitat Munchen,Germany,0000001723,Portfolio analysis,N/A,Elective
Technische Universitat Munchen,Germany,WI0001004,Private equity,FINAxxxx,Elective
Technische Universitat Munchen,Germany,WI001004,Private equity,FINAxxxx,Elective 
Technische Universitat Munchen,Germany,WIB02083	,Private equity case study seminar,N/A,Elective
Technische Universitat Munchen,Germany,wib02083,Private equity case study seminar,FINAxxxx,Elective
Technische Universitat Munchen,Germany,WI000264,Project management,IIMT3603,Project management
Technische Universitat Munchen,Germany,MA5415	,Quantitative risk management,FINA4341,Quantitative risk management (mutually exclusive courses: FINA3340 and STAT4608)
Technische Universitat Munchen,Germany,000001560 + WI0000969,Save and sound security technologies and their societal issues + Entrepreneurship for students of information systems,IIMTxxxx,Elective
Technische Universitat Munchen,Germany,820937899,Service operations management,N/A,Elective (3 credits)
Technische Universitat Munchen,Germany,WI000226,Service operations management,IIMT3635,Operations management
Technische Universitat Munchen,Germany,"WI000974 + WI000114
","Simulation in Operations Management + 
Technology and Innovation Management: Introduction
",N/A,Elective
Technische Universitat Munchen,Germany,821081676 + 0000002787,Software engineering application engineering + Topics in business modeling using MS Excel spreadsheets,BUSIxxxx,IS Elective
Technische Universitat Munchen,Germany,WI001163	,Start-up financing,FINA3317,Entrepreneurial finance
Technische Universitat Munchen,Germany,wi000977,Stochastic modeling and optimization,N/A,Elective
Technische Universitat Munchen,Germany,WI001121,"Strategic and International Management (Part 1 of the Module ""International Management & Organizational Behavior"") + 
Online Course: Organizational Behavior (Part 2 of the module ""International Management & Organizational Behavior"")",STRA4701,Strategic management
Technische Universitat Munchen,Germany,WI001177,Strategic innovation management,STRA4701,Strategic management
Technische Universitat Munchen,Germany,WI001128,Strategies in MNEs,N/A,Elective
Technische Universitat Munchen,Germany,WI001128,Strategies in MNEs,STRA4701,Strategic management
Technische Universitat Munchen,Germany,WI000702,Sustainability innovation & sustainability marketing,N/A,Elective
Technische Universitat Munchen,Germany,WI000702,Sustainability innovation & sustainability marketing,N/A,Elective
Technische Universitat Munchen,Germany,WI001123,Sustainability marketing and sustainable consumption,N/A,Elective
Technische Universitat Munchen,Germany,840593102,Technology and innovation management: introduction,BUSIxxxx,Elective (3 credits)
Technische Universitat Munchen,Germany,WI000114,Technology and innovation management: introduction,N/A,Elective
Technische Universitat Munchen,Germany,WI000820 + WI001039,"Technology and innovation management: introduction +
Challenges in energy markets",N/A,Elective
Technische Universitat Munchen,Germany,0000002787,Topics in business modeling using MS Excel spreadsheets,N/A,Elective (3 credits)
Technische Universitat Munchen,Germany,0000001021,Topics in business modeling using MS Excel spreadsheets,N/A,Elective
Technische Universitat Munchen,Germany,WIXXXXXX,Topics in finance & accounting,N/A,Elective
Technische Universitat Munchen,Germany,WIXXXXXX,"Topics in marketing, strategy & leadership",STRA4702,Global corporate strategy
Technische Universitat Munchen,Germany,WI000779_1,"Topics in marketing, strategy and leadership (MSL) - strategy and organization I",N/A,Elective
Technische Universitat Munchen,Germany,BGU56040,Transport economy and system assessment,ECON2234,Transportation economics
Technische Universitat Munchen,Germany,WI000978,Transportation logistics,N/A,Elective
Technische Universitat Munchen,Germany,WZ1561,Value Chain Economics,ECONxxxx,Elective (Advanced)
Technische Universitat Munchen,Germany,WI000234,Value-based management,N/A,Elective
Technische Universitat Munchen,Germany,WI000234,Value-based management,N/A,Elective
Technische Universitat Munchen,Germany,WI000234,Value-based management,N/A,Elective
Technische Universitat Munchen,Germany,820726700 + 820788941,Value-based management + Exercise course value-based management,N/A,Elective
Massachusetts Institute of Technology,U.S.A.,14.06	,Advanced macroeconomics,ECON3229,Topics in macroeconomics
Massachusetts Institute of Technology,U.S.A.,15.487	,Algorithmic trading and quantitative investment strategies,FINAxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,15.450	,Analytics of finance,FINAxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,6.034,Artificial intelligence,CSIS0270,Artificial intelligence
Massachusetts Institute of Technology,U.S.A.,15.467	,"Asset management, lifecycle investing, and retirement finance",FINAxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,14.127	,Behavioural economics and finance,ECONxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,15.535,Business analysis and valuation using financial statements,FINA1001,Financial statement analysis
Massachusetts Institute of Technology,U.S.A.,6.033,Computer system engineering,CSIS0230,Principles of operating systems
Massachusetts Institute of Technology,U.S.A.,14.402,Corporate finance,FINA2311,Case studies in corporate finance
Massachusetts Institute of Technology,U.S.A.,15.402,Corporate finance,FINA2311,Case studies in corporate finance
Massachusetts Institute of Technology,U.S.A.,18.03 	,Differential equations,N/A,Elective
Massachusetts Institute of Technology,U.S.A.,14.32,Econometrics,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
Massachusetts Institute of Technology,U.S.A.,14.71,Economic history of finance crises,ECONxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,14.27,Economics and E-commerce site,ECONxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,14.13	,Economics and psychology,ECONxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,14.26	,Economics of incentives: theory and applications,ECONxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,15.565J,Evolution towards Web3.0 and the emergence of management 3.0,BUSI0076,Current topics in information systems
Massachusetts Institute of Technology,U.S.A.,14.74	,Foundations of development policy,ECON2262,Economics development
Massachusetts Institute of Technology,U.S.A.,14.12,Game theory,ECON0106,Games and decisions
Massachusetts Institute of Technology,U.S.A.,21A.00	,Introduction to anthropology,SOCI,Introduction to anthropology
Massachusetts Institute of Technology,U.S.A.,6.0001 + 6.0002	,"Introduction to computer programming in python +
Introduction to computer thinking and data science
",COMP1117,Computer programming
Massachusetts Institute of Technology,U.S.A.,N/A,Introduction to computer science and programming,N/A,Elective
Massachusetts Institute of Technology,U.S.A.,6.0001	,Introduction to computer science and programming,N/A,Elective
Massachusetts Institute of Technology,U.S.A.,15.417 	,Laboratory in investments,FINAxxxx,Elective
Massachusetts Institute of Technology,U.S.A.,18.06,Linear algebra,MATH2101,Linear algebra I
Massachusetts Institute of Technology,U.S.A.,14.03,Microeconomic theory and public policy,ECONxxxx,Elective (advanced level)
Massachusetts Institute of Technology,U.S.A.,14.75,Political economy and economic development,ECON2276,"State, law and the economy"
Massachusetts Institute of Technology,U.S.A.,15.665A,Power and negotiation,N/A,IBGM elective
Massachusetts Institute of Technology,U.S.A.,18.05,Probability and statistics,STAT2602,Probability and statistics II
Massachusetts Institute of Technology,U.S.A.,14.41,Public economics,ECON0104,Public finance
Massachusetts Institute of Technology,U.S.A.,14.41,Public finance and public policy,ECON2223,Public finance
Massachusetts Institute of Technology,U.S.A.,18.100A,Real analysis,MATH2201,Introduction to mathematical analysis
Massachusetts Institute of Technology,U.S.A.,15.780	,Stochastic models in business analytics,N/A,Elective
Massachusetts Institute of Technology,U.S.A.,6.813,User interface design and implementation,CSISxxxx,Elective
International University of Applied Sciences Bad Honnef - Bonn,Germany,BAS100,Airline business model,N/A,Elective (3 credits)
International University of Applied Sciences Bad Honnef - Bonn,Germany,AEP100 + APRO100 + INTAM,Aviation economics & policy + Aviation project I + Introduction to aviation management,N/A,Elective
International University of Applied Sciences Bad Honnef - Bonn,Germany,BMR110,Business & marketing research,MKTG3502,Marketing research
International University of Applied Sciences Bad Honnef - Bonn,Germany,BCO110,Business communication,BUSI1802,Advanced business communication skills
International University of Applied Sciences Bad Honnef - Bonn,Germany,MKTCB,Consumer behaviour,BUSIxxxx,Elective (3 credits)
International University of Applied Sciences Bad Honnef - Bonn,Germany,CPB1100,Consumer psychology & behavior,MKTG3501,Consumer behaviour
International University of Applied Sciences Bad Honnef - Bonn,Germany,CIMK100,Current issues in marketing,MKTG3501,Consumer behavior
International University of Applied Sciences Bad Honnef - Bonn,Germany,AFM210,Financial Management,FINA1310,Corporate Finance
International University of Applied Sciences Bad Honnef - Bonn,Germany,GER100,German I - beginners level,GRMN1001,German I.1
International University of Applied Sciences Bad Honnef - Bonn,Germany,HRM401,Human resources management,MGMT3434,Human resources: theory and practice
International University of Applied Sciences Bad Honnef - Bonn,Germany,SM100,Integrated service management,MKTG3525,Services marketing
International University of Applied Sciences Bad Honnef - Bonn,Germany,AFM930,Intermediate financial management,FINA2312,Advanced corporate finance
International University of Applied Sciences Bad Honnef - Bonn,Germany,AFM920,Intermediate management accounting and control,ACCT3106,Management control
International University of Applied Sciences Bad Honnef - Bonn,Germany,INTECO100,International economics,ECON2252,Theory of international trade
International University of Applied Sciences Bad Honnef - Bonn,Germany,MAC100 + INTECO100,Macroeconomics + International economics,ECON1002,Introduction to economics II
International University of Applied Sciences Bad Honnef - Bonn,Germany,AFM120,Management and Cost Accounting,ACCT2105,Introduction to Management Accounting
International University of Applied Sciences Bad Honnef - Bonn,Germany,COM210 + INTRM,Organizational behavior + Introduction to research method,N/A,Elective
International University of Applied Sciences Bad Honnef - Bonn,Germany,BUS110,Principles of Marketing,MKTG2501,Introduction to Marketing
International University of Applied Sciences Bad Honnef - Bonn,Germany,BUS110,Principles of service operations & organization,MKTG3525,Services marketing
Waseda University,Japan,ECNT231L,Behavioral economics,ECONxxxx,Elective
Waseda University,Japan,LANJ101L,Comprehensive Japanese (short-term 1),JAPNxxxx,Elective (introductory level)
Waseda University,Japan,9200133999	,Comprehensive Japanese 3,JAPN3088,Japanese language III (Part 1)
Waseda University,Japan,9200144001	,Comprehensive Japanese 4,JAPN3099,Japanese language III (Part 2)
Waseda University,Japan,N/A,Cooperate and marketing strategy,BUSIxxxx,Elective
Waseda University,Japan,ECNT321L,Econometrics,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 ad STAT3907)
Waseda University,Japan,210EB44300	,Economic development 52,ECON2262,Economic Development
Waseda University,Japan,N/A,Engineering management,BUSIxxxx,Elective
Waseda University,Japan,1600004AB7,Environment and economics 1,ECONxxxx,Elective
Waseda University,Japan,ECNA361L,Environmental economics,ECONxxxx,Elective
Waseda University,Japan,1600004AD9,Ethical Consumption 1,MKTGxxxx,Marketing Advanced Elective
Waseda University,Japan,210EB41900,Financial institutions and markets 51,FINA2330,Financial markets and institutions
Waseda University,Japan,"9204034002 + 9204045002

	","Honorific expressions: for business communication 3-4 +
Understanding Japanese society: watching, summarization and telling 4-5
",JAPN3017,Business Japanese
Waseda University,Japan,ECNA351L	,Industrial organization,ECON2216,Industrial organization
Waseda University,Japan,1600004AF3,International Consumer Behavior 1,MKTG3501,Consumer behaviour
Waseda University,Japan,11G2001080	,International macroeconomic policy 01,ECON2253,International macroeconomics
Waseda University,Japan,ECNA311L	,International macroeconomics,ECON2253,International macroeconomics
Waseda University,Japan,ECN211L,International microeconomic,ECON2252,Theory of international trade
Waseda University,Japan,N/A,Introduction to CompT1A security +01,CSISxxxx,Elective
Waseda University,Japan,ECNT111L,Introduction to game theory for political economics,ECON2114,Games and decisions (mutually exclusive course: STAR3709)
Waseda University,Japan,ECNT111L	,Introduction to game theory for political economy,ECON2214,Games and decisions (mutually exclusive course: STRA3709)
Waseda University,Japan,N/A,Introduction to operations research + Operations research workshop,BUSIxxxx,Elective
Waseda University,Japan,LANJ1010L,Kanji (for native Kanji learners) 1,JAPNxxxx,Elective
Waseda University,Japan,N/A,Language processors,CSISxxxx,Elective
Waseda University,Japan,ECNA251L,Law and Economics,ECON2233,The Economics Of Law
Waseda University,Japan,1600004AA9,Leadership in organizations 1,MGMT3403,Leadership
Waseda University,Japan,ECNT201L,Macroeconomics,ECON2220,Intermediate macroeconomics
Waseda University,Japan,ECNE201L,Microeconomics,ECON2210,Intermediate microeconomics
Waseda University,Japan,ECNA223L,Monetary & Financial Economics (2 credits),ECONxxxx,ECON Advanced level electives (3 credits)
Waseda University,Japan,ECNA231L,Public finance,ECON2223,Public finance
Waseda University,Japan,11G4001132	,Public policy analysis 01,ECON2275,Political economy of public policy
Waseda University,Japan,N/A,Quality management,BUSIxxxx,Elective
Waseda University,Japan,N/A,Software development technology 01,BUSI0061,Information systems development and project management II
Waseda University,Japan,N/A,Software engineering + Software management,BUSI0060,Information systems development and project management I
Waseda University,Japan,N/A,Software management + Management of research and development,BUSI0060,Information systems development and project management I
Waseda University,Japan,LANJ101L,Speak and write! about my life in Japanese 1,JAPNxxxx,Elecitve
Waseda University,Japan,MANX331L,"Strategy, Policy, and Planning 1",STRA4701,Strategic management 
Waseda University,Japan,1600004AD6,"Strategy, policy, and planning 2",STRA4701,Strategic management
Waseda University,Japan,LANJ101L,Think and speak: Japanese conversation 1-2,JAPNxxxx,Elective
Waseda University,Japan,ECNA321L		,Time series analysis 01 ,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
Nanjing University,China,N/A,世界經濟概論,N/A,Elective
Nanjing University,China,09404,人力資源管理,N/A,Elective
Nanjing University,China,N/A,國際貿易學,N/A,Elective
Nanjing University,China,N/A,國際金融學,ECON0302,International finance
Nanjing University,China,N/A,形势与政策,N/A,Elective
Nanjing University,China,N/A,政治經濟學,N/A,Elective
Nanjing University,China,09415,組织行為學,N/A,Elective
Nanjing University,China,N/A,經濟與管理學經典導讀,N/A,Elective
Nanjing University,China,N/A,跨國公司財務,N/A,Elective
Nanjing University,China,N/A,軍事理論與軍事高科技,N/A,Elective
University of Bonn,Germany,N/A,Descriptive language,CSISxxxx,Elective
University of Bonn,Germany,N/A,Fundamentals of distrubuted systems,CSIS0402,System architecture and distributed computing
University of Bonn,Germany,N/A,Intelligent learning and analysis systems,BUSI0088,Artificial intelligence for business applications
University of Bonn,Germany,N/A,Intensive German course,GRMN1002,German I.2
University of Bonn,Germany,N/A,Intensive German course B,LANG2086 + LANG2087,German II.1 + German II.2
University of Bonn,Germany,N/A,Microeconomics B,ECON2101,Microeconomic theory (mutually exclusive course: ECOn2113)
University of Bonn,Germany,N/A,Orientation German course,GRMN1001,German I.1
Stockholm University,Sweden,AFT,Advanced financial theory,FINA0304,Advanced corporate finance
Stockholm University,Sweden,NS0011,Beginner Swedish,N/A,Elective
Stockholm University,Sweden,NS0011,Beginner Swedish,N/A,Elective
Stockholm University,Sweden,FE3628,Business ethics,BUSI2814,Business ethics
Stockholm University,Sweden,FE3122,Corporate finance,FINA1003,Corporate finance
Stockholm University,Sweden,FE3129	,Corporate finance,FINA1310,Corporate finance
Stockholm University,Sweden,644	,Corporate finance and value creation,FINA2312,Advanced corporate finance
Stockholm University,Sweden,DEMBI ML462C,Decision Making and Business Intelligence,IIMT3661,Decision support and expert systems
Stockholm University,Sweden,EC2107,Economics of discrimination,ECONxxxx,Elective
Stockholm University,Sweden,652	,Economics of organization,ECONxxxx,Elective
Stockholm University,Sweden,EC2103,Economics of strategy,ECONxxxx,Elective
Stockholm University,Sweden,EC2403,Empirical methods in economics I,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
Stockholm University,Sweden,FAM,Fashion marketing,BUSIxxxx,Elective
Stockholm University,Sweden,FE3322,Fashion marketing and management,BUSIxxxx,Elective
Stockholm University,Sweden,FE2103,Finance II,FINA2320,Investments and portfolio analysis (mutually exclusive courses: STAT3609 and STAT3952)
Stockholm University,Sweden,EC2206,Financial economics,ECON2246,The economics of finance
Stockholm University,Sweden,631	,Financial reporting and financial markets,ACCT3114,Valuation using financial statements
Stockholm University,Sweden,FE3235,Fundatmentals of strategic management,STRA4701,Strategic management
Stockholm University,Sweden,SA2021,Gender and sexuality,SOWK0037,Human sexuality
Stockholm University,Sweden,GCSB1 IB479C,Global Challenges and Solutions in IT Business I,IIMT3622,Business transformation
Stockholm University,Sweden,GCSB2 IB480C,Global Challenges and Solutions in IT Business II,IIMT3682,IT and entrepreneurship
Stockholm University,Sweden,FE2631,"Global Markets
",ECONxxxx,Elective (senior level)
Stockholm University,Sweden,GCS,Global consumer society,N/A,Elective
Stockholm University,Sweden,KG7205,Globalising economics - networks of cities and firms,N/A,Elective
Stockholm University,Sweden,SU-30282,Historical perspectives on global political economy,N/A,Elective
Stockholm University,Sweden,FE3223,Human resource management,BUSI0029,Human resource management and business strategy
Stockholm University,Sweden,HRM,Human resource management,BUSI0075,Current topics in human resource management
Stockholm University,Sweden,SU-33277,Intermediate development economics,ECONxxxx,Elective
Stockholm University,Sweden,EC2302,Intermediate economics development,ECON2262,Economics development
Stockholm University,Sweden,EC2201,Intermediate macroeconomics,ECON2220,Intermediate macroeconomics
Stockholm University,Sweden,EC2101,Intermediate microeconomics,ECON2210,Intermediate microeconomics
Stockholm University,Sweden,EC2301,International economics,ECON2252,Theory of international trade
Stockholm University,Sweden,EC2301,International economics,ECONxxxx,Elective
Stockholm University,Sweden,FE3127,International finance,FINA2383,International financial management
Stockholm University,Sweden,FE3325,International marketing,BUSI0022,International marketing
Stockholm University,Sweden,FE3333,International marketing,MKTG3523,Global marketing
Stockholm University,Sweden,EC2102,Labour market economics,ECON0103,Economics of human resources
Stockholm University,Sweden,EC2105,Law & economics 1,ECON2233,The economics of law
Stockholm University,Sweden,EC2105,Law of economics,ECON0405,The economics of law
Stockholm University,Sweden,"FE4226	
",Leadership and Management in Organizations,MGMT3403,Leadership
Stockholm University,Sweden,B2B,"Marketing, sales and account management",BUSIxxxx,Elective
Stockholm University,Sweden,OPM,Operations management,BUSI0023,Operations & quality management
Stockholm University,Sweden,ITM1/IV2035,"Organisations, IT-systems and management",N/A,Elective
Stockholm University,Sweden,FE1202,Principles of Management,MGMT2401,Principles of management
Stockholm University,Sweden,FE3131,Real estate finance and investments,FINA2382,Real estate finance
Stockholm University,Sweden,N/A,Service marketing,BUSI0038,Services marketing
Stockholm University,Sweden,KG3210,"Space, city, culture",GEOG3414,"Cultures, social justice and urban space"
Stockholm University,Sweden,FE5336	,"Strategic Market Management
",MKTG3531,Strategic marketing management 
Stockholm University,Sweden,FE4221,Strategic management,BUSI0009,Business policy
Stockholm University,Sweden,SM,Strategic management,BUSI0071,Strategic marketing management
Stockholm University,Sweden,ETA190,Sweden - society and everyday life,N/A,Elective
Stockholm University,Sweden,NS0001,Swedish for international students - course 1,SWED1001,Swedish I.1
Stockholm University,Sweden,NS0002,Swedish for international students and researchers - course 2,SWED1002,Swedish I.2
Stockholm University,Sweden,NS0011,"Swedish, course 1 for international students and researchers",N/A,Elective
Stockholm University,Sweden,SU-33218,The Swedish model,ECONxxxx,Elective
Stockholm University,Sweden,EC7104,The climate and economy,ECONxxxx,Elective
Stockholm University,Sweden,EC2107,The economics of discrimination,ECON2232,Economics of human resources
Stockholm University,Sweden,EC2108,The economics of industrial organization,ECON0402,Industrial organization
Stockholm University,Sweden,183	,The psychology of work,MGMT3405,Organizational behaviour
Stockholm University,Sweden,FE3327,Tousiam and hospitality marketing management,BUSIxxxx,Elective
University of Copenhagen,Denmark,ASTK12313U,Armed groups in the Middle East,POLI3113,On the ethics of violence
University of Copenhagen,Denmark,N/A,Asset pricing theory,FINAxxxx,Elective
University of Copenhagen,Denmark,AØKA08166U,Behavioral Finance,FINA3381,Behavioral Finance
University of Copenhagen,Denmark,5,Biological psychology and nuropsychology,PSYC0020,Biological psychology
University of Copenhagen,Denmark,HDCB01031u,Danish architecture and urban design,N/A,Elective
University of Copenhagen,Denmark,N/A,Danish architecture and urban planning,N/A,Elective
University of Copenhagen,Denmark,N/A,"Danish architecture, landscape, design and urban planning",N/A,Elective
University of Copenhagen,Denmark,N/A,Danish culture course,N/A,Elective
University of Copenhagen,Denmark,46030001-01,Danish language course beginners level 1,N/A,Elective
University of Copenhagen,Denmark,N/A,Danish society - a sociological perspective,N/A,Elective
University of Copenhagen,Denmark,AØKA08031U,Development Economics (p),ECON2262,Economic development
University of Copenhagen,Denmark,N/A,Development economics,ECON0501,Economic development
University of Copenhagen,Denmark,AOKA08007U,Econometrics,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
University of Copenhagen,Denmark,AØKA08007U   ,Econometrics II ,ECON2280,Introductory econometrics
University of Copenhagen,Denmark,HENK00036U,"English, 2017 curriculum - Free topic 6: From the
Local to the Global: Society and Politics in a Changing World Order
",POLIxxxx,Elective (advanced level)
University of Copenhagen,Denmark,N/A,Europe in the world economy,ECONxxxx,Elective
University of Copenhagen,Denmark,AØKA08230U    ,Financial Econometrics A (F) ,ECON3283,Economic Forecasting
University of Copenhagen,Denmark,AØKA08234U,Financial Theory and Models,FINAxxxx,Elective (Advanced Level)
